"rows.list[[i]]","PHYLLO11","PHYLLO13","PHYLLO21","PHYLLO12","PHYLLO14","PHYLLO22"
"X.Desulfobacteraceae.",0,0,0,0,0,0
"X.Desulfobacterales.",0,0,0,0,0,0
"Desulfobacterium",0,0.454764246770748,0,0,0,3.24290701575993
"Desulfobacula",0,0,0,0,0,0
"X.Desulfobulbaceae.",0,0,0,0,0,0
"Desulfocapsa",0,0,0,0,0,0
"Desulfococcus",0,0.454764246770748,0.795335527231143,0,0,0
"Desulfofustis",0,0,0,0,0,1.08096900525331
"Desulfohalobium",0,0,0,0,0,0
"Desulfomicrobium",0,0,0,0,0,0
"Desulfomonile",0,0,0,0,0,0
"Desulfonatronospira",0,0,0.795335527231143,0,0,0
"Desulfosporosinus",0,0,0,0,0,0
"Desulfotignum",0,0,0,0,0,0
"Desulfotomaculum",0,0.454764246770748,0,0,0,0
"Desulfovibrio",0,0,1.59067105446229,0,0,0
"X.Desulfovibrionales.",0,0,0,0,0,0
"Desulfurispirillum",0,0,0,0,0,0
"Desulfurivibrio",0,0,0,0,0,0
"Desulfurobacterium",0,0,0,0,0,0
"X.Desulfuromonadales.",0,0,0,0,0,0
"Desulfuromonas",0,0,0,0,1.30452551516877,0
"Dethiobacter",0,0,0,0,0,0
"Devosia",0,3.18334972739524,4.77201316338686,0,0,0
"Dialister",0,0.454764246770748,0,0,0,1.08096900525331
"Diaphorina",0,0,0,0,0,0
"Dichelobacter",0,0,0,0,0,0
"Dichomitus",0,0.909528493541496,0,0,0,0
"Dickeya",0,0,2.38600658169343,1.55843281920875,7.82715309101263,2.16193801050662
"Dictyoglomus",0,0,0,0,0,0
"X.Dictyosteliida.",0,0,0,0,0,0
"Dictyostelium",0,0,0,0,0,0
"Dietzia",0,4.09287822093673,2.38600658169343,1.55843281920875,1.30452551516877,4.32387602101324
"Dinoroseobacter",0,0,0,0,0,0
"X.Dipodascaceae.",0,0.454764246770748,0,0,0,0
"X.Diptera.",90.3045888515169,0,0,4.67529845762625,0,7.56678303677316
"Dokdonia",0,0,0,0,0,0
"Dolosigranulum",0,0,0,0,0,0
"Dorea",0,0,0,0,0,0
"X.Dothideomycetes.",0,90.0433208606081,73.9662040324963,17.1427610112963,70.4443778191137,52.9674812574122
"Draconibacterium",0,0.454764246770748,0.795335527231143,0,0,0
"Drechslerella",0,0.454764246770748,0,0,0,0
"Drosophila",9.50574619489651,0.909528493541496,0,0,0,4.32387602101324
"Dyadobacter",0,0,0,0,0,0
"Dyella",0,0,0,0,0,0
"Dysgonomonas",0,0.454764246770748,3.18134210892457,0,0,1.08096900525331
"Echinicola",0,0,1.59067105446229,0,0,0
"Echinococcus",0,0.454764246770748,0,0,0,0
"Ectothiorhodospira",0,0,0,0,0,0
"X.Ectothiorhodospiraceae.",0,0,0,0,0,0
"Edwardsiella",0,0,3.18134210892457,0,0,0
"Eggerthella",0,0,0,0,0,0
"Eimeria",0,0,0.795335527231143,0,0,0
"Elizabethkingia",0,0,0,0,0,0
"Elusimicrobium",0,0,0,0,0,0
"Emiliania",0,0,0.795335527231143,0,0,0
"Emticicia",0,1.36429274031224,0.795335527231143,0,0,2.16193801050662
"Encephalitozoon",4.75287309744825,0,0.795335527231143,0,0,5.40484502626655
"Endocarpon",0,24.1025050788496,3.97667763615571,4.67529845762625,22.1769337578691,6.48581403151986
"Enhydrobacter",0,0,0,0,0,0
"Ensifer",0,0.454764246770748,0,0,0,1.08096900525331
"Entamoeba",0,0.454764246770748,1.59067105446229,0,0,0
"Enterobacter",0,0,0,0,50.8764950915821,5.40484502626655
"X.Enterobacteriaceae.",0,1414.7715717038,2006.63153520417,526.750292892558,11691.1576669425,2931.58794224697
"X.Enterococcaceae.",0,0,0,0,0,0
"Enterococcus",0,3.18334972739524,0,0,0,0
"Epicoccum",0,0,0,0,0,1.08096900525331
"X.Epsilonproteobacteria.",0,0,0,0,0,0
"Eremococcus",0,0,0,0,0,0
"Erwinia",0,10.4595776757272,37.3807697798637,0,1188.42274431875,34.5910081681059
"Erysipelothrix",0,0.909528493541496,0.795335527231143,0,0,2.16193801050662
"X.Erysipelotrichaceae.",0,1.81905698708299,0.795335527231143,0,1.30452551516877,1.08096900525331
"Erythrobacter",0,9.09528493541496,1.59067105446229,0,0,0
"Escherichia",0,5.00240671447823,4.77201316338686,0,92.6213115769828,54.0484502626655
"Ethanoligenens",0,0.454764246770748,0,0,0,0
"X.Eubacteriaceae.",0,0,0,0,0,0
"Eubacterium",0,1.36429274031224,0,1.55843281920875,0,0
"X.Eukaryota.",0,115.964882926541,149.523079119455,26.4933579265488,121.320872910696,62.6962023046919
"X.Eurotiales.",0,4.54764246770748,0,0,0,0
"X.Eurotiomycetes.",4.75287309744825,108.688654978209,61.240835596798,10.9090297344613,61.3126992129323,36.7529461786125
"X.Euryarchaeota.",0,0.909528493541496,0,0,0,0
"Eutypa",0,0.909528493541496,0,0,3.91357654550631,0
"Exiguobacterium",0,4.54764246770748,17.4973815990851,0,0,0
"Exophiala",0,5.00240671447823,2.38600658169343,1.55843281920875,3.91357654550631,1.08096900525331
"Facklamia",0,0,0,0,0,0
"Faecalibacterium",0,0.454764246770748,0,0,0,0
"Felixounalikevirus",0,0,0,0,0,0
"Ferrimonas",0,0,0,0,0,0
"Ferroplasma",0,0,0,0,0,0
"Fervidicella",0,0,0,0,0,0
"Fervidobacterium",0,0,0,0,0,0
"Fibrella",0,0.909528493541496,0,0,0,0
"Fibrisoma",0,4.54764246770748,0,0,0,0
"Fibrobacter",0,0.454764246770748,0,0,1.30452551516877,0
"Fibroporia",0,0.454764246770748,0.795335527231143,1.55843281920875,0,0
"Fictibacillus",0,0,0,0,0,0
"Filifactor",0,0,0,0,0,0
"Filobasidiella",4.75287309744825,3.63811397416598,62.8315066512603,4.67529845762625,6.52262757584386,11.8906590577864
"Fimbriimonas",0,0.454764246770748,0,0,0,2.16193801050662
"Finegoldia",0,0,0,0,0,0
"X.Firmicutes.",0,34.5620827545769,0,0,0,0
"Fischerella",0,5.00240671447823,6.36268421784914,3.1168656384175,3.91357654550631,0
"Flammeovirga",0,0,0,0,0,0
"X.Flammeovirgaceae.",4.75287309744825,1.36429274031224,0.795335527231143,0,0,0
"X.Flavobacteriaceae.",0,44.1121319367626,190.880526535474,0,0,0
"X.Flavobacteriales.",0,12.7333989095809,33.404092143708,0,0,0
"X.Flavobacteriia.",0,0.909528493541496,4.77201316338686,0,0,0
"Flavobacterium",0,0,0,0,0,0
"Flavonifractor",0,0,0,0,0,0
"Flexibacter",0,0.454764246770748,0.795335527231143,0,0,0
"Flexistipes",0,0.454764246770748,0,0,0,0
"Fluviicola",0,0,0,0,0,0
"Fomitopsis",0,0.454764246770748,1.59067105446229,0,0,0
"X.Formicidae.",4.75287309744825,0,0.795335527231143,0,0,2.16193801050662
"Formosa",0,0.454764246770748,0,0,0,0
"Francisella",0,0,0,0,0,0
"Frankia",0,2.72858548062449,0,0,0,0
"Frankliniella",0,0,0,1.55843281920875,0,1.08096900525331
"Frateuria",0,0.909528493541496,0.795335527231143,0,0,0
"Frischella",0,0,0,1.55843281920875,0,0
"Fulvimarina",4.75287309744825,0.454764246770748,0.795335527231143,0,0,0
"Fulvivirga",0,2.27382123385374,0,0,0,0
"X.Fungi.",4.75287309744825,87.7694996267544,143.955730428837,7.79216409604375,71.7489033342824,46.4816672258923
"Fusarium",0,0,0,0,0,0
"X.Fusobacteriales.",0,0,0,0,0,0
"Fusobacterium",0,0.454764246770748,0,0,0,1.08096900525331
"Gaeumannomyces",0,0.909528493541496,0.795335527231143,0,1.30452551516877,1.08096900525331
"Galbibacter",0,1.36429274031224,27.83674345309,0,3.91357654550631,1.08096900525331
"Galdieria",0,0,0,0,1.30452551516877,0
"Gallaecimonas",0,0,0.795335527231143,0,0,0
"Gallibacterium",0,0,0,0,0,0
"Gallionella",0,0,0,0,0,0
"X.Gammaproteobacteria.",0,1000.02657864888,1656.68390322247,573.50327746882,1725.88725656828,1767.38432358916
"Ganoderma",0,0,0,1.55843281920875,0,0
"Gardnerella",0,0,0,0,0,0
"Geitlerinema",0,0.909528493541496,0,0,1.30452551516877,0
"Gemella",0,0,0,0,0,0
"Gemmata",0,0,0,0,0,0
"X.Gemmatimonadetes.",0,0,0,0,0,0
"Gemmatimonas",0,0.454764246770748,0,0,0,1.08096900525331
"Geobacillus",0,4.54764246770748,0,0,0,0
"Geobacter",0,0,0,0,0,1.08096900525331
"X.Geodermatophilaceae.",0,23.1929765853082,1.59067105446229,0,0,0
"Geodermatophilus",0,6.36669945479047,1.59067105446229,0,0,0
"Geotrichum",0,0.909528493541496,0.795335527231143,0,0,0
"Gilliamella",9.50574619489651,12.7333989095809,379.375046489255,204.154699316346,40.4402909702319,589.128107863054
"Gillisia",0,0.909528493541496,1.59067105446229,0,0,1.08096900525331
"Glaciecola",0,0,0,0,0,0
"Glarea",0,6.36669945479047,3.18134210892457,3.1168656384175,7.82715309101263,2.16193801050662
"Gloeobacter",0,0,0,0,0,0
"Gloeocapsa",0,19.1000983643714,11.134697381236,0,7.82715309101263,6.48581403151986
"Gloeophyllum",0,0,0.795335527231143,0,0,0
"X.Glomeraceae.",0,0,0,0,0,0
"X.Glomerellales.",0,0.454764246770748,0,0,0,0
"Gluconacetobacter",0,0.454764246770748,2.38600658169343,0,0,0
"Gluconobacter",0,0,0,0,0,0
"Glycomyces",0,0,0,0,0,0
"Gordonia",0,18.6453341176007,7.15801974508029,0,0,6.48581403151986
"Gordonibacter",0,0,0,0,0,0
"Gottschalkia",0,0,0,0,0,0
"Gracilibacillus",0,0.909528493541496,0,0,0,0
"Gramella",0,0,0,0,0,1.08096900525331
"Granulibacter",0,0,1.59067105446229,0,0,0
"Granulicatella",0,0,0,0,0,0
"Granulicella",0,0,0,0,0,0
"Gregarina",9.50574619489651,3.63811397416598,27.83674345309,0,0,10.8096900525331
"Grimontia",0,0,0,0,0,0
"Grosmannia",0,0,0,0,0,0
"Guillardia",0,0,0.795335527231143,0,0,0
"Haemophilus",0,0,0,0,0,0
"Hafnia",0,7.73099219510272,2.38600658169343,0,5.21810206067509,56.2103882731721
"Hahella",0,0,0,0,0,0
"Haladaptatus",0,0,0,0,0,0
"Halalkalicoccus",0,0,0,0,0,0
"X.Halanaerobiaceae.",0,0.454764246770748,0,0,0,0
"Halanaerobium",0,0,0,0,0,1.08096900525331
"Haliangium",0,0,0,0,0,0
"Haliscomenobacter",0,3.18334972739524,3.97667763615571,0,1.30452551516877,0
"Haloarcula",0,0,0,0,0,0
"Halobacillus",0,0,0,0,0,0
"X.Halobacteriaceae.",0,0,0.795335527231143,3.1168656384175,0,0
"Halobacterium",0,0.454764246770748,0,0,0,0
"Halobacteroides",0,0,0,0,0,0
"Halococcus",0,0,0,0,0,0
"Haloferax",0,0,0,0,0,0
"Halogeometricum",0,0,0,0,0,0
"Halogranum",0,0,0,0,0,0
"X.Halomonadaceae.",0,0.454764246770748,0,0,1.30452551516877,0
"Halomonas",0,7.27622794833197,3.97667763615571,3.1168656384175,2.60905103033754,1.08096900525331
"Halonotius",0,0,0,0,0,0
"Halopiger",0,0,0,0,0,0
"Haloplasma",0,0,0,0,0,0
"Halorhodospira",0,0,0,0,0,0
"Halorubrum",0,0,0,0,0,0
"Halostagnicola",0,0,0,0,0,0
"Halothece",0,0.454764246770748,0,0,0,0
"Halothermothrix",0,0.454764246770748,0,0,0,0
"Halothiobacillus",0,0.454764246770748,0,0,0,0
"Harmonia",0,0,0,0,0,1.08096900525331
"Harpegnathos",0,0.454764246770748,0.795335527231143,0,0,3.24290701575993
"Helcococcus",0,0,0,0,0,0
"Helicobacter",0,0,0,0,0,0
"Helicoverpa",0,0.454764246770748,0,0,0,0
"Heliobacillus",0,0,0,0,0,0
"Heliobacterium",0,0,0,0,0,0
"Helobdella",0,0,0,1.55843281920875,0,2.16193801050662
"X.Helotiales.",0,7.73099219510272,7.15801974508029,0,16.958831697194,1.08096900525331
"X.Hemiptera.",0,0,0,0,0,3.24290701575993
"Herbaspirillum",0,0.909528493541496,0,0,0,0
"Herminiimonas",0,0.454764246770748,0,0,0,0
"Herpetosiphon",0,0,0,0,0,0
"X.Herpotrichiellaceae.",0,23.1929765853082,11.9300329084671,0,10.4362041213502,0
"Heterobasidion",0,0.454764246770748,0.795335527231143,0,0,1.08096900525331
"Hippea",0,0,0,0,0,1.08096900525331
"Hirschia",0,0,0,0,0,0
"Hoeflea",0,0,0,0,0,0
"Holdemania",0,0,0,0,0,0
"Holosticha",0,0,0.795335527231143,0,0,0
"Hortaea",0,0.454764246770748,0,0,0,2.16193801050662
"Hyaloperonospora",0,0,0.795335527231143,0,1.30452551516877,0
"Hydra",0,0,0,0,0,1.08096900525331
"Hydrocarboniphaga",0,0,0,0,0,0
"Hydrogenivirga",0,0,0.795335527231143,0,0,0
"Hydrogenophaga",0,1.81905698708299,0.795335527231143,0,0,0
"Hylemonella",0,0.454764246770748,0,0,0,0
"Hymenobacter",0,51.8431241318653,28.6320789803211,7.79216409604375,15.6543061820253,19.4574420945596
"Hymenolepis",0,0,0.795335527231143,0,0,0
"X.Hymenoptera.",0,0,3.18134210892457,4.67529845762625,0,10.8096900525331
"X.Hymenostomatida.",0,0,0,0,1.30452551516877,0
"X.Hyphomicrobiaceae.",0,2.27382123385374,0,0,0,0
"Hyphomicrobium",0,3.18334972739524,0,0,0,6.48581403151986
"X.Hyphomonadaceae.",0,0,0,0,0,0
"Hyphomonas",0,0.909528493541496,0,0,0,0
"X.Hypocreales.",0,0,10.3393618540049,0,0,0
"I3likevirus",0,0,0,0,0,0
"Idiomarina",0,0,0.795335527231143,0,0,0
"X.Ignavibacteriales.",0,0,0,0,0,0
"Ignavibacterium",0,0,0,0,0,0
"Ignicoccus",0,0,0,0,0,0
"Ilumatobacter",0,7.73099219510272,0,0,0,0
"Ilyobacter",0,0.454764246770748,0.795335527231143,0,0,0
"Imtechella",0,0,0,0,0,0
"Indibacter",0,0.454764246770748,0.795335527231143,0,0,0
"Influenzavirus_A",0,0,0,0,0,0
"Influenzavirus_B",0,0,0.795335527231143,0,0,0
"X.Insecta.",133.080446728551,1.36429274031224,4.77201316338686,18.701193830505,5.21810206067509,463.73570325367
"Intestinibacter",0,0,0,0,0,0
"X.Intrasporangiaceae.",0,14.5524558966639,0,0,0,0
"Intrasporangium",0,0,0,0,0,0
"Isoptericola",0,0.454764246770748,0,0,0,0
"Isosphaera",0,0,0,0,0,0
"Ixodes",0,0,0,4.67529845762625,0,0
"Jaminaea",0,0,0.795335527231143,0,0,0
"Janibacter",0,16.3715128837469,7.95335527231143,0,0,3.24290701575993
"Jannaschia",0,0,0,0,0,0
"Janthinobacterium",0,5.91193520801972,0,0,0,0
"Jeotgalicoccus",0,0,0,0,0,0
"Johnsonella",0,0,0,0,0,0
"Jonesia",0,0,1.59067105446229,0,0,1.08096900525331
"Joostella",0,0.454764246770748,0.795335527231143,0,0,0
"Kahliella",0,0,0,0,2.60905103033754,0
"Kamptonema",0,0,0.795335527231143,0,0,0
"Kangiella",0,0,0.795335527231143,0,1.30452551516877,0
"Ketogulonicigenium",0,0.909528493541496,0,0,1.30452551516877,0
"Kineococcus",0,2.72858548062449,2.38600658169343,0,0,1.08096900525331
"Kineosphaera",0,7.73099219510272,0.795335527231143,0,0,1.08096900525331
"Kingella",0,0,0,0,0,0
"Kitasatospora",0,0,0,0,0,0
"Klebsiella",0,0,0.795335527231143,0,57.3991226674259,14.052597068293
"Kluyvera",0,0,0,0,1.30452551516877,0
"Kluyveromyces",0,0,0.795335527231143,1.55843281920875,0,0
"Kocuria",0,8.18575644187347,6.36268421784914,0,0,1.08096900525331
"Komagataeibacter",0,0,0,0,0,0
"Kordia",0,0,0,0,1.30452551516877,0
"Kosakonia",0,0,0,0,6.52262757584386,1.08096900525331
"Kribbella",0,0,0,0,0,0
"Krombeinella",4.75287309744825,0,0,0,0,0
"Ktedonobacter",0,0,0,0,0,0
"Kurtzmanomyces",0,0,0,0,0,0
"Kutzneria",0,2.27382123385374,0,0,0,0
"Kwoniella",0,0,2.38600658169343,0,0,1.08096900525331
"Kyrpidia",0,0,0,0,0,0
"Kytococcus",0,1.36429274031224,0.795335527231143,0,0,1.08096900525331
"Labrenzia",0,0,0,0,0,0
"Laccaria",0,0,0,0,0,0
"Lachnoanaerobaculum",0,0.454764246770748,0,0,0,1.08096900525331
"Lachnoclostridium",0,0,0,1.55843281920875,0,0
"X.Lachnospiraceae.",0,2.27382123385374,0,0,0,0
"Lacinutrix",0,0,0.795335527231143,0,0,0
"X.Lactobacillaceae.",0,8.64052068864421,1.59067105446229,7.79216409604375,3.91357654550631,7.56678303677316
"X.Lactobacillales.",0,43.2026034432211,1.59067105446229,0,9.1316786061814,68.1010473309585
"Lactobacillus",0,78.6742146913394,65.2175132329537,98.1812676101513,24.7859847882067,339.424267649539
"Lactococcus",0,4.54764246770748,0,0,0,15.1335660735463
"Lambdalikevirus",0,0,0,0,1.30452551516877,8.64775204202647
"Laribacter",0,0,0,0,0,0
"X.Latescibacteria.",0,0,0,0,0,0
"Lautropia",0,0,0,0,0,0
"Lawsonia",0,0,0,0,0,0
"Leadbetterella",0,0.909528493541496,0,0,0,0
"Leeuwenhoekiella",0,0,0.795335527231143,0,0,0
"Legionella",0,2.27382123385374,1.59067105446229,0,0,1.08096900525331
"X.Legionellales.",0,0,0,0,0,3.24290701575993
"Leifsonia",0,0.909528493541496,0,0,0,0
"Leishmania",0,0,7.15801974508029,6.233731276835,28.699561333713,0
"Leisingera",0,0,0,0,0,0
"Lentisphaera",0,0,0,0,0,0
"X.Leotiomycetes.",4.75287309744825,5.91193520801972,7.95335527231143,4.67529845762625,2.60905103033754,2.16193801050662
"X.Lepidoptera.",0,0.454764246770748,0,0,1.30452551516877,5.40484502626655
"Leptolyngbya",0,0.454764246770748,0.795335527231143,0,0,0
"Leptonema",0,0,0,0,0,0
"Leptopilina",0,0,0,0,0,1.08096900525331
"Leptosphaeria",0,10.4595776757272,11.134697381236,4.67529845762625,13.0452551516877,12.9716280630397
"Leptospira",0,0,0,0,0,0
"X.Leptospiraceae.",0,0,0,0,0,0
"Leptospirillum",0,0,0,0,0,0
"Leptothrix",0,0,0,0,0,0
"Leptotrichia",0,0,0,0,0,0
"X.Leptotrichiaceae.",0,0,0.795335527231143,0,0,0
"Leuconostoc",0,11.8238704160394,9.54402632677372,0,5.21810206067509,0
"X.Leuconostocaceae.",0,2.27382123385374,0,0,0,0
"Limnobacter",0,0,0,0,0,0
"Listeria",0,0,0,0,0,0
"Loktanella",0,0,0.795335527231143,0,0,1.08096900525331
"Lottia",0,0,0,1.55843281920875,0,1.08096900525331
"Luminiphilus",0,0,0.795335527231143,1.55843281920875,0,1.08096900525331
"Lutibaculum",0,0,0,0,0,1.08096900525331
"Lyngbya",0,2.27382123385374,0.795335527231143,3.1168656384175,1.30452551516877,1.08096900525331
"Lysinibacillus",0,1.36429274031224,0,1.55843281920875,1.30452551516877,0
"Lysobacter",0,1.81905698708299,0,1.55843281920875,0,0
"Macrococcus",0,0.909528493541496,0,0,0,0
"Macrophomina",0,7.73099219510272,5.567348690618,6.233731276835,7.82715309101263,4.32387602101324
"Madurella",0,0.909528493541496,0,0,0,0
"X.Magnaporthaceae.",0,0.454764246770748,0,0,0,1.08096900525331
"Magnaporthe",0,0,0,0,0,0
"Magnaporthiopsis",0,0.454764246770748,0,0,1.30452551516877,0
"Magnetococcus",0,0,0,0,0,0
"Magnetospira",0,0,0,0,0,0
"Magnetospirillum",0,0.454764246770748,0.795335527231143,0,0,0
"Magnetovibrio",0,0,0,0,0,0
"Mahella",0,1.36429274031224,0,0,0,0
"Malassezia",0,0,0,0,0,0
"Mannheimia",0,0.454764246770748,1.59067105446229,0,0,0
"Maribacter",0,1.36429274031224,0,0,1.30452551516877,2.16193801050662
"Maricaulis",0,0,0,0,0,0
"Marichromatium",0,0,0.795335527231143,0,0,0
"Mariniradius",0,1.81905698708299,0,0,1.30452551516877,2.16193801050662
"Marinithermus",0,0,0,0,0,0
"Marinobacter",0,1.36429274031224,6.36268421784914,0,0,0
"Marinomonas",0,0,0.795335527231143,0,0,0
"Maritimibacter",0,0,0,0,0,0
"Marivirga",0,0,0,0,0,0
"Marssonina",0,2.72858548062449,8.74869079954257,1.55843281920875,0,3.24290701575993
"Marvinbryantia",0,0,0,0,0,0
"Massilia",0,8.64052068864421,7.95335527231143,7.79216409604375,0,0
"Mastadenovirus",0,0,0,0,0,0
"Megamonas",0,0.909528493541496,0,0,0,0
"Megaselia",0,0,0,0,0,1.08096900525331
"Megasphaera",0,0,0,0,0,0
"Meiothermus",0,0.454764246770748,0.795335527231143,0,0,0
"Melampsora",4.75287309744825,10.914341922498,9.54402632677372,4.67529845762625,10.4362041213502,3.24290701575993
"Melioribacter",0,0,0,0,0,0
"Melissococcus",0,0.909528493541496,0,0,0,0
"Mesorhizobium",0,0,0,0,0,0
"Mesotoga",0,0,0,0,0,0
"Metallosphaera",0,0,0,0,0,0
"Metapneumovirus",0,0,0,0,0,0
"Metarhizium",0,0.454764246770748,1.59067105446229,0,1.30452551516877,0
"X.Metazoa.",57.0344771693791,6.36669945479047,7.15801974508029,31.168656384175,6.52262757584386,156.74050576173
"X.Methanobacteriaceae.",0,0,0,0,1.30452551516877,0
"X.Methanobacteriales.",0,0.909528493541496,0.795335527231143,0,0,0
"Methanobacterium",0,0.454764246770748,0,1.55843281920875,0,0
"Methanobrevibacter",0,1.36429274031224,0,0,1.30452551516877,0
"X.Methanocaldococcaceae.",0,0,0,0,0,0
"Methanocella",0,0,0,0,0,0
"X.Methanococcales.",0,0,0,0,0,0
"Methanococcus",0,0,0,0,0,0
"Methanocorpusculum",0,0,0,0,0,0
"Methanoculleus",0,0,0.795335527231143,0,0,0
"Methanofollis",0,0,0,0,0,0
"Methanolobus",0,0,0,0,0,0
"Methanomethylovorans",0,0.454764246770748,0,0,0,0
"X.Methanomicrobia.",0,0.454764246770748,0,0,0,0
"X.Methanomicrobiaceae.",0,0,0,0,0,0
"Methanoplanus",0,0.454764246770748,0,0,0,1.08096900525331
"Methanoregula",0,0.454764246770748,0,0,0,0
"Methanosaeta",0,0,0,0,0,0
"Methanosarcina",0,1.36429274031224,0,0,5.21810206067509,1.08096900525331
"X.Methanosarcinaceae.",4.75287309744825,0,0,0,5.21810206067509,0
"X.Methanosarcinales.",0,0,0,0,1.30452551516877,0
"Methanosphaera",0,0,0,0,0,0
"Methanospirillum",0,0,0,0,0,0
"Methanothermus",0,0,0,0,0,0
"Methanotorris",0,0.454764246770748,0,0,0,0
"Methylacidiphilum",0,0,0,0,0,0
"Methylibium",0,0,0,0,0,0
"Methylobacillus",0,0,0,0,0,0
"Methylobacter",0,0,0,0,0,0
"X.Methylobacteriaceae.",0,0,0,0,0,0
"Methylobacterium",0,0,0,0,0,0
"Methylocella",0,0,0,0,0,0
"X.Methylococcaceae.",0,0,1.59067105446229,0,1.30452551516877,0
"Methylococcus",0,0,0,0,0,0
"Methylocystis",0,0,0,0,0,0
"Methyloglobulus",0,0,0,0,0,0
"Methylomicrobium",0,0,0,0,0,0
"Methylomonas",0,0,0,0,0,0
"Methylophaga",0,0,6.36268421784914,0,0,0
"X.Methylophilaceae.",0,0,0,0,0,0
"X.Methylophilales.",0,0,0,0,0,1.08096900525331
"Methylotenera",0,0,0,0,0,0
"Methyloversatilis",0,0,0,0,0,0
"Methylovorus",0,0,0,0,0,0
"Meyerozyma",0,0,0,0,0,0
"Micavibrio",0,0,0,0,0,0
"X.Microbacteriaceae.",0,10.0048134289565,0,0,0,0
"Microbacterium",0,10.4595776757272,0,0,0,0
"Microbispora",0,0,0,0,0,0
"Microbotryum",0,0.909528493541496,0.795335527231143,0,0,0
"Microchaete",0,0,0,0,1.30452551516877,0
"X.Micrococcaceae.",0,55.0264738592605,42.1527829432506,93.505969152525,62.617224728101,5.40484502626655
"Micrococcus",0,1.81905698708299,2.38600658169343,0,0,1.08096900525331
"Microcoleus",0,7.27622794833197,1.59067105446229,0,7.82715309101263,0
"Microcystis",0,1.36429274031224,1.59067105446229,0,0,0
"Microlunatus",0,20.4643911046837,1.59067105446229,0,0,0
"Micromonospora",0,0.909528493541496,0.795335527231143,0,0,0
"X.Micromonosporaceae.",0,4.09287822093673,0,0,0,0
"Microplitis",0,0,0,0,0,11.8906590577864
"Microscilla",0,0,0,0,0,0
"X.Microsporidia.",4.75287309744825,0,0,0,0,0
"Microvirga",0,6.36669945479047,7.15801974508029,0,0,0
"X.Mimiviridae.",0,0,0,0,0,0
"Mitsuokella",0,0,0,0,0,0
"Mixia",0,0,1.59067105446229,0,0,0
"Mobilicoccus",0,3.18334972739524,0,0,3.91357654550631,0
"Mobiluncus",0,0,0,0,0,0
"Modestobacter",0,25.4667978191619,15.9067105446229,0,0,0
"Mogibacterium",0,0,0,0,0,0
"X.Mollicutes.",0,0,0,0,1.30452551516877,0
"X.Mollusca.",0,0,0,0,0,0
"Moniliophthora",0,0,3.18134210892457,0,1.30452551516877,1.08096900525331
"Monoblepharella",0,0,0,0,2.60905103033754,0
"Monosiga",4.75287309744825,0,0,0,0,1.08096900525331
"Moorea",0,3.18334972739524,1.59067105446229,0,2.60905103033754,2.16193801050662
"Moorella",0,0,0.795335527231143,0,0,0
"Moraxella",0,0,0,0,0,0
"X.Moraxellaceae.",0,167.353242811635,160.657776500691,31.168656384175,104.362041213502,208.627018013889
"Morganella",0,0.909528493541496,0.795335527231143,0,1.30452551516877,1.08096900525331
"Moritella",0,0,0,0,0,0
"Mortierella",0,0,0,0,0,0
"Mucilaginibacter",0,0,0,0,0,0
"Mucispirillum",0,0,0,0,1.30452551516877,0
"Mucor",0,0,0,0,0,0
"X.Mucorales.",0,2.72858548062449,0,0,0,0
"Muricauda",0,0,0,0,0,0
"Myceliophthora",0,1.36429274031224,1.59067105446229,0,3.91357654550631,3.24290701575993
"X.Mycobacteriaceae.",0,0.454764246770748,0,0,1.30452551516877,0
"Mycobacterium",0,2.27382123385374,0,0,0,0
"Mycoplasma",0,0,0,0,0,0
"Mycosphaerella",0,20.0096268579129,13.5207039629294,0,7.82715309101263,14.052597068293
"X.Mycosphaerellaceae.",0,53.2074168721775,34.1994276709391,0,24.7859847882067,36.7529461786125
"X.Myoviridae.",0,0,0,0,0,0
"Myroides",0,2.72858548062449,1.59067105446229,0,0,3.24290701575993
"X.Myxococcaceae.",0,0,0,0,0,0
"X.Myxococcales.",0,0.909528493541496,0,0,0,0
"Myxococcus",0,1.36429274031224,0,0,0,1.08096900525331
"N15likevirus",0,0,0,0,0,11.8906590577864
"N4likevirus",0,0.909528493541496,0,0,0,0
"Naegleria",0,0,0,0,0,0
"Nakamurella",0,9.09528493541496,2.38600658169343,0,0,0
"Nasonia",4.75287309744825,0,0,0,1.30452551516877,9.72872104727978
"Natranaerobius",0,0,0,0,0,0
"Natrialba",0,0,0,0,0,0
"Natrinema",0,0,0,0,0,0
"Natronobacterium",0,0,0,0,0,0
"Natronococcus",0,0.454764246770748,0,0,0,0
"Natronomonas",0,0,0,0,0,0
"Natronorubrum",0,0,0,0,0,0
"Naumovozyma",0,0,0,0,0,0
"Necator",0,0.454764246770748,0,0,0,0
"X.Nectriaceae.",0,0,0,0,0,0
"Negativicoccus",0,0,0,0,0,0
"Neisseria",0,0,0,0,0,0
"X.Neisseriaceae.",0,0,76.3522106141897,137.14208809037,0,12.9716280630397
"X.Neisseriales.",0,0.454764246770748,14.3160394901606,17.1427610112963,1.30452551516877,2.16193801050662
"Nematostella",0,0,2.38600658169343,0,0,0
"Neofusicoccum",0,5.45717096124898,2.38600658169343,0,3.91357654550631,1.08096900525331
"Neosartorya",0,0.454764246770748,0,0,0,1.08096900525331
