"rows.list[[i]]","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"Cystobacter",0,0,3.09929096324684,0,1.80890650440318,4.3597160677709,0,4.81208306000632,10.5453272397487,0,14.6253830389113,11.485415567913,2.29030389296711,6.98112685847905,2.47961866371593
"X.Cystobacteraceae.",0,0,0,0,0,0,0,2.40604153000316,3.0129506399282,0,3.32395069066167,4.05367608279283,1.52686926197807,2.32704228615968,0
"Cytophaga",0,0,0,0,0,8.71943213554181,0,0,3.0129506399282,0,3.32395069066167,0.675612680465471,0,0,0
"X.Cytophagaceae.",0,4.44967262953847,89.8794379341582,6.89177842938865,130.241268317029,441.784561534118,30.4397859223121,6.01510382500791,246.057635594137,54.6109184946552,296.496401607021,103.368740111217,54.2038588002216,99.4810577333264,9.91847465486371
"X.Cytophagales.",0,0,74.382983117924,17.7217159612851,133.859081325835,517.352973375481,25.5694201747421,20.4513530050269,133.574145036817,9.49755104254874,275.887907324919,104.719965472148,87.7949825637391,150.675988028839,37.1942799557389
"X.Cytophagia.",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Dacryopinax",0,0,0,0,0,0,1.21759143689248,0,0.502158439988034,0,0,0,0,0,0
"Dactylellina",0,0,2.06619397549789,0,0,0,2.43518287378497,0,1.00431687997607,0,1.32958027626467,0,0,0,0
"Dactylococcopsis",0,2.22483631476923,0,0.98453977562695,0,0,0,0,0,0,0,0,0,0,0
"Daldinia",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Danaus",0,0,0,0,0,0,0,3.60906229500474,0,0,0.664790138132334,0,0,0,0
"Daphnia",0,0,1.03309698774895,0,0,0,0,3.60906229500474,0,2.37438776063718,0,1.35122536093094,0,0,0
"Davidiella",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Debaryomyces",0,0,1.03309698774895,1.9690795512539,0,0,0,0,0,0,0,0,0,0,0
"X.Debaryomycetaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dechloromonas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Deferribacter",0,0,0,0,0,0,0,0,0,0,1.32958027626467,0,0,0,0
"X.Deferribacteraceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Defluviimonas",0,0,1.03309698774895,0,0,0,0,3.60906229500474,0,0,0,1.35122536093094,0.763434630989036,1.16352114307984,0
"Dehalobacter",0,0,0,0,0,0,0,0,0.502158439988034,2.37438776063718,0.664790138132334,0.675612680465471,0.763434630989036,0,0
"Dehalococcoides",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"X.Dehalococcoidia.",0,0,0,0,0,0,0,0,0,0,0,0.675612680465471,0,0.581760571539921,0
"Dehalogenimonas",0,2.22483631476923,0,0,0,0,0,0,0,0,0,2.70245072186188,0.763434630989036,1.74528171461976,0
"X.Deinococcales.",0,0,1.03309698774895,0,3.61781300880636,8.71943213554181,1.21759143689248,0,3.51510907991624,0,2.65916055252934,1.35122536093094,1.52686926197807,1.16352114307984,0
"X.Deinococci.",0,0,1.03309698774895,1.9690795512539,14.4712520352254,29.0647737851394,3.65277431067745,1.20302076500158,8.53669347979657,0,20.6084942821024,3.37806340232735,1.52686926197807,9.30816914463873,7.43885599114778
"Deinococcus",0,0,16.5295518039831,0,68.7384471673209,271.755634891053,15.8286886796023,2.40604153000316,61.2633296785401,11.8719388031859,154.231312046702,24.9976691772224,19.8493004057149,33.1603525777755,59.5108479291823
"X.Deinococcus.Thermus.",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"Delftia",0,0,0,0,0,0,0,0,78.3367166381333,75.9804083403899,23.2676548346317,55.4002397981686,3.05373852395614,123.333241166463,0
"X.Deltaproteobacteria.",0,0,0,0,0,0,0,0,0,0,4.65353096692634,3.37806340232735,9.92465020285747,11.0534508592585,0
"Dendroctonus",0,0,0,0,1.80890650440318,0,0,84.2114535501107,1.5064753199641,0,0,0,1.52686926197807,1.16352114307984,0
"Denitrovibrio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dermabacter",0,0,0,0,0,0,0,0,0.502158439988034,0,1.32958027626467,1.35122536093094,0,0,0
"X.Dermabacteraceae.",0,0,3.09929096324684,0,1.80890650440318,0,0,2.40604153000316,1.5064753199641,0,0,0.675612680465471,0,0,0
"X.Dermacoccaceae.",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Dermacoccus",0,0,0,0,0,0,0,0,0,0,0,0,0,1.16352114307984,0
"X.Dermatophilaceae.",0,0,4.13238795099578,0.98453977562695,1.80890650440318,0,3.65277431067745,1.20302076500158,0.502158439988034,0,0.664790138132334,0.675612680465471,1.52686926197807,0.581760571539921,0
"Desmospora",0,0,4.13238795099578,0,0,2.90647737851394,0,2.40604153000316,1.00431687997607,0,0,0,4.58060778593422,1.16352114307984,0
"Desulfarculus",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0.763434630989036,0.581760571539921,0
"Desulfatibacillum",0,0,0,0,0,0,1.21759143689248,0,0,0,0.664790138132334,0.675612680465471,0.763434630989036,0.581760571539921,0
"Desulfitobacterium",0,0,0,0,0,0,0,0,0.502158439988034,0,0.664790138132334,0,0,0.581760571539921,0
"Desulfobacca",0,0,0,0,0,0,0,1.20302076500158,0,0,0,2.70245072186188,0,0,0
"Desulfobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"X.Desulfobacteraceae.",0,0,0,0,0,1.45323868925697,0,0,0,0,0,0,0.763434630989036,0,0
"X.Desulfobacterales.",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Desulfobacterium",0,0,1.03309698774895,0,0,0,0,3.60906229500474,1.00431687997607,0,0.664790138132334,0,2.29030389296711,1.16352114307984,0
"Desulfobacula",0,0,0,0,0,0,0,0,1.00431687997607,0,0,0,1.52686926197807,0.581760571539921,0
"X.Desulfobulbaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"Desulfocapsa",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfococcus",0,0,1.03309698774895,0,0,1.45323868925697,1.21759143689248,0,0,0,0,0.675612680465471,0.763434630989036,0.581760571539921,0
"Desulfofustis",0,0,0,0,0,1.45323868925697,0,1.20302076500158,0,0,0,0,0,1.16352114307984,0
"Desulfohalobium",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Desulfomicrobium",0,0,0,0,0,0,0,0,0.502158439988034,4.74877552127437,0.664790138132334,0,0,1.16352114307984,4.95923732743185
"Desulfomonile",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,1.52686926197807,1.16352114307984,0
"Desulfonatronospira",0,0,0,0,0,0,1.21759143689248,0,0,0,0.664790138132334,0.675612680465471,0.763434630989036,1.16352114307984,0
"Desulfosporosinus",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,1.52686926197807,0,0
"Desulfotignum",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0.581760571539921,0
"Desulfotomaculum",0,0,1.03309698774895,0,0,0,0,0,0,0,1.994370414397,2.02683804139641,5.34404241692325,2.9088028576996,0
"Desulfovibrio",0,0,0,0,1.80890650440318,0,2.43518287378497,0,0,0,0,0,2.29030389296711,2.32704228615968,0
"X.Desulfovibrionales.",0,0,0,0,0,0,0,0,0,0,1.32958027626467,1.35122536093094,0,0.581760571539921,0
"Desulfurispirillum",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0.581760571539921,0
"Desulfurivibrio",0,0,0,0,0,0,0,0,0,0,0,0.675612680465471,0.763434630989036,1.16352114307984,2.47961866371593
"Desulfurobacterium",0,0,0,0,0,0,0,0,0,0,0,1.35122536093094,0.763434630989036,0,0
"X.Desulfuromonadales.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Desulfuromonas",0,0,0,0.98453977562695,0,0,0,0,0,0,1.32958027626467,0,0.763434630989036,0,0
"Dethiobacter",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0,0.763434630989036,0.581760571539921,2.47961866371593
"Devosia",0,0,7.23167891424262,0,1.80890650440318,39.2374446099381,7.3055486213549,0,6.52805971984444,0,10.6366422101173,2.70245072186188,2.29030389296711,4.65408457231936,0
"Dialister",0,0,1.03309698774895,0,0,0,0,1.20302076500158,0.502158439988034,0,0.664790138132334,0,0,0.581760571539921,0
"Diaphorina",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Dichelobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47961866371593
"Dichomitus",0,0,2.06619397549789,0,0,0,0,0,0,0,0,0,1.52686926197807,0,0
"Dickeya",0,2.22483631476923,0,5.9072386537617,5.42671951320954,2.90647737851394,3.65277431067745,2.40604153000316,5.52374283986837,14.2463265638231,8.64227179572034,0,2.29030389296711,0.581760571539921,0
"Dictyoglomus",0,0,0,0,0,0,0,0,0,0,0,1.35122536093094,0,0,0
"X.Dictyosteliida.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dictyostelium",0,0,0,0,1.80890650440318,0,0,0,0,0,0,0,0,0,0
"Dietzia",0,2.22483631476923,9.29787288974051,0.98453977562695,224.304406545994,87.1943213554181,3.65277431067745,4.81208306000632,188.309414995513,163.832755483966,170.85106550001,82.4247470167874,61.8382051101119,107.625705734885,66.94970392033
"Dinoroseobacter",0,0,0,0,0,1.45323868925697,0,0,1.00431687997607,0,0.664790138132334,0.675612680465471,0,0,0
"X.Dipodascaceae.",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"X.Diptera.",22.5018476095705,6.6745089443077,0,0,3.61781300880636,0,0,8.42114535501107,0,0,0.664790138132334,0,0,0,14.8777119822956
"Dokdonia",0,0,0,0,0,1.45323868925697,0,0,0.502158439988034,0,0.664790138132334,0,0,0,0
"Dolosigranulum",0,0,0,0,3.61781300880636,0,0,0,6.52805971984444,4.74877552127437,9.30706193385268,0.675612680465471,0.763434630989036,1.16352114307984,0
"Dorea",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0.581760571539921,0
"X.Dothideomycetes.",0,24.4731994624616,204.553203574291,53.1651478838553,135.667987830239,91.554037423189,113.236003631001,58.9480174850775,170.231711155943,73.6060205797527,153.566521908569,60.8051412418924,42.752339335386,22.6886622900569,66.94970392033
"Draconibacterium",0,0,1.03309698774895,0,0,4.3597160677709,1.21759143689248,0,2.51079219994017,0,4.65353096692634,0.675612680465471,0.763434630989036,0,0
"Drechslerella",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Drosophila",2.36861553784953,0,2.06619397549789,0,0,0,0,4.81208306000632,0,0,0,0,0,0,2.47961866371593
"Dyadobacter",0,0,0,0,7.23562601761272,71.2086957735914,0,0,32.6402985992222,0,38.5578280116754,7.43173948512018,6.87091167890132,29.669789148536,0
"Dyella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dysgonomonas",0,0,1.03309698774895,0,0,0,4.87036574756993,1.20302076500158,2.51079219994017,0,31.2451364922197,2.70245072186188,0,0,0
"Echinicola",0,0,0,0,0,1.45323868925697,2.43518287378497,0,5.52374283986837,0,4.65353096692634,1.35122536093094,0.763434630989036,0.581760571539921,0
"Echinococcus",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,1.16352114307984,0
"Ectothiorhodospira",0,0,0,0,1.80890650440318,1.45323868925697,0,0,0.502158439988034,0,0,0,0,0,0
"X.Ectothiorhodospiraceae.",0,0,0,0,0,0,0,0,0,0,0,1.35122536093094,0,1.74528171461976,2.47961866371593
"Edwardsiella",0,0,0,0,0,0,4.87036574756993,0,0,0,0,0,0,0,0
"Eggerthella",0,0,0,0,3.61781300880636,0,0,0,1.00431687997607,0,1.994370414397,0,0.763434630989036,1.16352114307984,0
"Eimeria",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"Elizabethkingia",0,0,0,0,0,2.90647737851394,0,0,51.2201608787794,0,17.2845435914407,53.3734017567722,0,34.9056342923952,0
"Elusimicrobium",0,0,0,0,0,0,0,0,0,0,0.664790138132334,2.02683804139641,0.763434630989036,1.74528171461976,0
"Emiliania",0,0,0,0,0,0,1.21759143689248,0,0,2.37438776063718,0,0,0,0,0
"Emticicia",0,0,3.09929096324684,0,0,4.3597160677709,1.21759143689248,2.40604153000316,5.02158439988034,0,13.2958027626467,2.02683804139641,0.763434630989036,5.81760571539921,0
"Encephalitozoon",1.18430776892476,0,0,0,0,0,1.21759143689248,6.01510382500791,0,0,0,0,0,0,0
"Endocarpon",0,6.6745089443077,54.7541403506941,16.7371761856582,0,0,6.08795718446241,7.21812459000949,0,0,0,0,0,0,0
"Enhydrobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ensifer",0,0,1.03309698774895,0,0,0,0,1.20302076500158,1.5064753199641,0,0,1.35122536093094,2.29030389296711,1.74528171461976,0
"Entamoeba",0,0,1.03309698774895,0,0,2.90647737851394,2.43518287378497,0,0.502158439988034,11.8719388031859,13.2958027626467,0,3.81717315494518,1.16352114307984,9.91847465486371
"Enterobacter",0,0,0,38.3970512494511,52.4582886276922,0,0,6.01510382500791,24.1036051194256,1056.60255348355,495.933443046721,83.7759723777184,1598.63211729104,57.5942965824521,0
"X.Enterobacteriaceae.",0,751.994674392001,3213.96472888697,8823.44546916873,5679.96642382599,2243.80053621276,3071.98319527973,3262.59231468429,5060.7527581994,14329.4301354454,7492.84964688954,774.927744493895,10065.1221749594,869.732054452181,0
"X.Enterococcaceae.",0,0,0,0,804.963394459415,13.0791482033127,0,0,17.5755453995812,0,3.32395069066167,0,51.9135549072544,1.74528171461976,0
"Enterococcus",0,0,7.23167891424262,0,1828.80447595162,43.597160677709,0,0,88.3798854378939,0,11.3014323482497,4.05367608279283,158.794403245719,5.81760571539921,0
"Epicoccum",0,0,0,0,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"X.Epsilonproteobacteria.",0,0,0,0,0,0,0,0,0,2.37438776063718,0,0,0.763434630989036,0,0
"Eremococcus",0,0,0,0,5.42671951320954,0,0,0,1.00431687997607,0,1.32958027626467,0,0.763434630989036,2.32704228615968,0
"Erwinia",0,0,23.7612307182257,896.915735596152,369.016926898249,8.71943213554181,57.2267975339467,38.4966644800506,275.182825113443,356.158164095578,193.453930196509,0,0,2.32704228615968,0
"Erysipelothrix",0,0,2.06619397549789,0,1.80890650440318,0,1.21759143689248,2.40604153000316,0,0,0.664790138132334,0,0,0,0
"X.Erysipelotrichaceae.",0,0,4.13238795099578,0.98453977562695,0,1.45323868925697,1.21759143689248,1.20302076500158,1.5064753199641,4.74877552127437,0,1.35122536093094,0,0,0
"Erythrobacter",0,0,20.6619397549789,0,9.0445325220159,24.7050577173685,2.43518287378497,0,7.53237659982051,0,11.3014323482497,5.40490144372377,12.9783887268136,16.2892960031178,0
"Escherichia",0,0,11.3640668652384,69.9023240695135,18.0890650440318,7.26619344628484,7.3055486213549,60.1510382500791,38.1640414390906,64.108469537204,58.5015321556454,16.2147043311713,78.6337669918707,19.1980988608174,0
"Ethanoligenens",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"X.Eubacteriaceae.",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"Eubacterium",0,2.22483631476923,3.09929096324684,0,9.0445325220159,1.45323868925697,0,0,5.02158439988034,0,6.64790138132334,0.675612680465471,2.29030389296711,6.39936628693913,9.91847465486371
"X.Eukaryota.",0,37.822217351077,263.439731875981,91.5621991333064,0,0,228.907190135787,69.7752043700917,64.2762803184683,0,89.7466686478651,16.2147043311713,21.376169667693,48.8678880093533,0
"X.Eurotiales.",0,0,10.3309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"X.Eurotiomycetes.",1.18430776892476,15.5738542033846,246.910180071998,46.2733694544667,0,0,93.7545406407212,40.9027060100538,2.51079219994017,0,0,2.02683804139641,0,1.74528171461976,0
"X.Euryarchaeota.",0,0,2.06619397549789,0,1.80890650440318,0,0,0,0.502158439988034,0,1.32958027626467,0,2.29030389296711,1.74528171461976,0
"Eutypa",0,0,2.06619397549789,2.95361932688085,1.80890650440318,2.90647737851394,0,0,4.5194259598923,4.74877552127437,2.65916055252934,3.37806340232735,0,1.74528171461976,2.47961866371593
"Exiguobacterium",0,0,10.3309698774895,0,30.7514105748541,220.892280767059,26.7870116116346,0,63.2719634384923,54.6109184946552,610.277346805483,35.80747206467,32.8276891325285,54.6854937247525,138.858645168092
"Exophiala",0,2.22483631476923,11.3640668652384,2.95361932688085,0,0,3.65277431067745,1.20302076500158,0,0,0.664790138132334,0,0.763434630989036,0,0
"Facklamia",0,0,0,0,0,0,0,0,2.00863375995214,0,0.664790138132334,0,0,0,0
"Faecalibacterium",0,0,1.03309698774895,0,0,0,0,0,1.00431687997607,0,1.32958027626467,2.02683804139641,0,2.32704228615968,0
"Felixounalikevirus",0,0,0,0,0,0,0,0,0,0,1.994370414397,0,0,0,0
"Ferrimonas",0,0,0,0,0,0,0,0,0.502158439988034,0,0.664790138132334,0,0,0,0
"Ferroplasma",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fervidicella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fervidobacterium",0,0,0,0,1.80890650440318,1.45323868925697,0,0,0.502158439988034,0,0,0,0,0,0
"Fibrella",0,0,2.06619397549789,0,0,11.6259095140557,0,0,22.5971297994615,0,12.6310126245143,4.7292887632583,0.763434630989036,2.9088028576996,0
"Fibrisoma",0,0,10.3309698774895,0,1.80890650440318,26.1582964066254,0,0,17.0733869595931,4.74877552127437,29.2507660778227,13.5122536093094,0.763434630989036,8.14464800155889,0
"Fibrobacter",0,0,1.03309698774895,0.98453977562695,0,0,0,0,2.00863375995214,0,3.32395069066167,0,0,1.74528171461976,0
"Fibroporia",0,2.22483631476923,1.03309698774895,0,0,0,1.21759143689248,0,0,0,1.32958027626467,0,0.763434630989036,0,0
"Fictibacillus",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Filifactor",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0.675612680465471,0,0,0
"Filobasidiella",1.18430776892476,6.6745089443077,8.26477590199156,4.92269887813475,0,0,96.1897235145061,13.2332284150174,2.00863375995214,0,2.65916055252934,0,0.763434630989036,0,0
"Fimbriimonas",0,0,1.03309698774895,0,0,4.3597160677709,0,2.40604153000316,0,0,5.98311124319101,0.675612680465471,0.763434630989036,6.39936628693913,0
"Finegoldia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Firmicutes.",0,0,78.5153710689198,0,530.009605790132,133.697959411641,0,0,328.411619752174,37.9902041701949,390.23181108368,186.46909980847,186.278049961325,252.484088048326,37.1942799557389
"Fischerella",0,4.44967262953847,11.3640668652384,2.95361932688085,0,1.45323868925697,9.74073149513986,0,0,0,0,1.35122536093094,0.763434630989036,1.74528171461976,2.47961866371593
"Flammeovirga",0,0,0,0,0,0,0,0,0,0,0,2.02683804139641,0,0,0
"X.Flammeovirgaceae.",1.18430776892476,0,3.09929096324684,0,1.80890650440318,4.3597160677709,1.21759143689248,0,0.502158439988034,0,0.664790138132334,1.35122536093094,0.763434630989036,1.74528171461976,0
"X.Flavobacteriaceae.",0,0,100.210407811648,0,0,428.705413330805,292.221944854196,0,3781.75521154988,173.330306526514,953.973848219899,3701.00626358985,0,1675.47044603497,0
"X.Flavobacteriales.",0,0,28.9267156569705,0,0,61.0360249487927,51.1388403494843,0,244.551160274172,0,98.3889404435855,254.030367855017,2.29030389296711,97.7357760187067,0
"X.Flavobacteriia.",0,0,2.06619397549789,0,0,0,7.3055486213549,0,112.48349055732,0,25.926815387161,99.3150640284242,0,27.9245074339162,0
"Flavobacterium",0,0,0,0,0,7.26619344628484,0,0,33.1424570392102,0,26.5916055252934,12.8366409288439,0,12.2169720023383,0
"Flavonifractor",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Flexibacter",0,0,1.03309698774895,0,3.61781300880636,2.90647737851394,1.21759143689248,0,0.502158439988034,0,0,2.70245072186188,1.52686926197807,3.49056342923952,4.95923732743185
"Flexistipes",0,0,1.03309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Fluviicola",0,0,0,0,0,0,0,0,6.02590127985641,0,9.97185207198501,15.5390916507058,2.29030389296711,12.2169720023383,0
"Fomitopsis",0,0,1.03309698774895,0,0,0,2.43518287378497,0,0,0,0,0.675612680465471,0,0,0
"X.Formicidae.",1.18430776892476,0,0,0,0,0,1.21759143689248,2.40604153000316,2.00863375995214,7.12316328191155,0,0,0,0,0
"Formosa",0,0,1.03309698774895,0,0,2.90647737851394,0,0,1.00431687997607,0,1.32958027626467,0,0,1.16352114307984,0
"Francisella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.47961866371593
"Frankia",0,0,6.19858192649367,0,0,0,0,0,3.0129506399282,0,0,30.4025706209462,16.0321272507698,16.8710565746577,0
"Frankliniella",0,2.22483631476923,0,0,0,0,0,1.20302076500158,0,0,0,0,0,0,0
"Frateuria",0,0,2.06619397549789,0,0,0,1.21759143689248,0,0,0,0.664790138132334,0,0,0,0
"Frischella",0,2.22483631476923,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fulvimarina",1.18430776892476,0,1.03309698774895,0,0,0,1.21759143689248,0,0.502158439988034,4.74877552127437,0,1.35122536093094,1.52686926197807,1.16352114307984,0
"Fulvivirga",0,0,5.16548493874473,0,0,4.3597160677709,0,0,4.01726751990427,0,7.31269151945567,5.40490144372377,0,1.16352114307984,0
"X.Fungi.",1.18430776892476,11.1241815738462,199.387718635546,54.1496876594823,56.0761016364986,37.7842059206812,220.384050077539,51.729892895068,76.3280828781811,14.2463265638231,69.8029645038951,25.6732818576879,28.2470813465943,34.3238737208553,0
"Fusarium",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Fusobacteriales.",0,0,0,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Fusobacterium",0,0,1.03309698774895,0,3.61781300880636,0,0,1.20302076500158,0,0,1.32958027626467,2.70245072186188,1.52686926197807,2.9088028576996,0
"Gaeumannomyces",0,0,2.06619397549789,0.98453977562695,0,1.45323868925697,1.21759143689248,1.20302076500158,1.00431687997607,0,0,0,0,2.32704228615968,0
"Galbibacter",0,0,3.09929096324684,2.95361932688085,0,4.3597160677709,42.6157002912369,1.20302076500158,3.0129506399282,0,2.65916055252934,0,0.763434630989036,2.9088028576996,0
"Galdieria",0,0,0,0.98453977562695,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Gallaecimonas",0,0,0,0,0,0,1.21759143689248,0,1.00431687997607,0,0,0,0,0,0
"Gallibacterium",0,0,0,0,0,0,0,0,0,0,0,0,0.763434630989036,0,0
"Gallionella",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"X.Gammaproteobacteria.",0,818.739763835078,2271.78027605993,1302.54612315446,1919.24980117177,1178.5765769874,2536.24296304704,1966.93895077759,1885.60494215507,2374.38776063718,2367.98247202737,329.69898806715,787.101104549696,394.433667504066,265.319197017604
"Ganoderma",0,2.22483631476923,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gardnerella",0,0,0,0,0,0,0,0,0,0,2.65916055252934,0,0,0,0
"Geitlerinema",0,0,2.06619397549789,0.98453977562695,0,0,0,0,0,0,0.664790138132334,2.70245072186188,0.763434630989036,0.581760571539921,4.95923732743185
"Gemella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gemmata",0,0,0,0,0,0,0,0,0,0,0,0.675612680465471,0.763434630989036,0.581760571539921,0
"X.Gemmatimonadetes.",0,0,0,0,0,0,0,0,3.0129506399282,0,25.2620252490287,66.8856553660816,69.4725514200023,85.5188040163683,0
"Gemmatimonas",0,0,1.03309698774895,0,0,4.3597160677709,0,1.20302076500158,0,0,2.65916055252934,9.45857752651659,11.4515194648355,19.1980988608174,0
"Geobacillus",0,0,10.3309698774895,0,0,0,0,0,0,0,0,0,0,0,0
"Geobacter",0,0,0,0,0,0,0,1.20302076500158,0,0,0.664790138132334,2.70245072186188,10.6880848338465,4.65408457231936,0
"X.Geodermatophilaceae.",0,0,52.6879463751962,0,0,14.5323868925697,2.43518287378497,0,47.2028933588752,0,47.2000998073957,141.203050217283,145.816014518906,123.333241166463,17.3573306460115
"Geodermatophilus",0,0,14.4633578284852,0,1.80890650440318,8.71943213554181,2.43518287378497,0,19.0820207195453,7.12316328191155,23.2676548346317,81.0735216558565,52.6769895382435,68.0659868701707,29.7554239645911
"Geotrichum",0,0,2.06619397549789,0,0,0,1.21759143689248,0,0.502158439988034,0,0,0,0,0,0
"Gilliamella",2.36861553784953,291.45355723477,28.9267156569705,30.5207330444355,1.80890650440318,0,580.791115397714,655.646316925862,0.502158439988034,0,0,0,0,0.581760571539921,0
"Gillisia",0,0,2.06619397549789,0,5.42671951320954,4.3597160677709,2.43518287378497,1.20302076500158,2.51079219994017,0,3.32395069066167,0.675612680465471,1.52686926197807,1.16352114307984,0
"Glaciecola",0,0,0,0,0,0,0,0,3.51510907991624,0,0,0,0,0.581760571539921,0
"Glarea",0,4.44967262953847,14.4633578284852,5.9072386537617,1.80890650440318,1.45323868925697,4.87036574756993,2.40604153000316,3.0129506399282,0,0.664790138132334,0,1.52686926197807,1.16352114307984,0
"Gloeobacter",0,0,0,0,0,0,0,0,0,0,0,1.35122536093094,3.81717315494518,4.65408457231936,0
"Gloeocapsa",0,0,43.3900734854557,5.9072386537617,1.80890650440318,5.81295475702787,17.0462801164948,7.21812459000949,1.00431687997607,0,1.32958027626467,4.7292887632583,0,3.49056342923952,2.47961866371593
"Gloeophyllum",0,0,0,0,0,0,1.21759143689248,0,0,0,0,0,0,0,0
"X.Glomeraceae.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"X.Glomerellales.",0,0,1.03309698774895,0,0,0,0,0,0.502158439988034,0,0,0,0,0,0
"Gluconacetobacter",0,0,1.03309698774895,0,0,0,3.65277431067745,0,1.00431687997607,0,0,1.35122536093094,0,1.16352114307984,0
"Gluconobacter",0,0,0,0,0,0,0,0,0,0,0,0,0,0.581760571539921,0
"Glycomyces",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Gordonia",0,0,42.3569764977067,0,3.61781300880636,0,10.9583229320323,7.21812459000949,8.53669347979657,0,4.65353096692634,12.8366409288439,14.5052579887917,15.1257748600379,14.8777119822956
"Gordonibacter",0,0,0,0,0,0,0,0,0,0,0.664790138132334,0,0,0,0
"Gottschalkia",0,0,0,0,1.80890650440318,0,0,0,2.00863375995214,4.74877552127437,1.32958027626467,0.675612680465471,0,0,2.47961866371593
"Gracilibacillus",0,0,2.06619397549789,0,1.80890650440318,1.45323868925697,0,0,1.00431687997607,2.37438776063718,0.664790138132334,0.675612680465471,1.52686926197807,1.16352114307984,0
"Gramella",0,0,0,0,0,0,0,1.20302076500158,2.00863375995214,0,1.32958027626467,0.675612680465471,0,0,0
"Granulibacter",0,0,0,0,0,0,2.43518287378497,0,2.00863375995214,0,0,0,3.05373852395614,9.88992971617865,0
"Granulicatella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Granulicella",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Gregarina",2.36861553784953,0,8.26477590199156,0,0,0,42.6157002912369,12.0302076500158,0,2.37438776063718,0,0,0,0,0
"Grimontia",0,0,0,0,0,0,0,0,1.00431687997607,0,0,0,0,0,0
