"rows.list[[i]]","PHYLLO09","PHYLLO10","PHYLLO11","PHYLLO12","PHYLLO13","PHYLLO14","PHYLLO15","PHYLLO16","PHYLLO21","PHYLLO22","PHYLLO23","PHYLLO24","PHYLLO25","PHYLLO26","PHYLLO27","PHYLLO28","PHYLLO29"
"Oxidoreductases....Acting.on.phosphorus.or.arsenic.in.donors....With.disulfide.as.acceptor..1.20.4...",0,3.80657344695997,0,0,2.83211346252075,0,1.59090877548419,1.51260011805524,0,0,0.613169138978969,0,0,0,0.68606573884346,0,0
"Arsenate.reductase..glutaredoxin...1.20.4.1.",3.80287814772949,0,0,0,12.2724916709233,2.21997607743165,3.18181755096838,0,6.78965044692393,1.88287191279129,3.37243026438433,4.84496371912992,4.76988641699539,8.62956629379133,2.05819721653038,5.01251264019567,0
"Arsenate.reductase..azurin...1.20.9.1.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"Arsenate.reductase..donor...1.20.99.1.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"Oxidoreductases....Acting.on.x.H.and.y.H.to.form.an.x.y.bond..1.21.....",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"Isopenicillin.N.synthase..1.21.3.1.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0.539347893361958,0,1.36704890187155,0
"Glycine.reductase..1.21.4.2.",0,0,0,0,0,0,0,0,0,0,1.22633827795794,0,0,0,0,0,0
"Sarcosine.reductase..1.21.4.3.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Betaine.reductase..1.21.4.4.",0,0,0,8.04209977561292,0,0,0,0,1.35793008938479,0,0.306584569489484,0,0,0,0,0,0
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors..1.3.....",0,0,0,0,4.72018910420125,0,0,0,0,0,1.22633827795794,0,0,3.77543525353371,4.80246017190422,5.9238785747767,0
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.NAD....or.NADP....as.acceptor..1.3.1...",0,7.61314689391993,0,4.02104988780646,0.944037820840251,11.0998803871582,3.18181755096838,1.51260011805524,5.43172035753914,7.53148765116516,5.21193768132124,4.84496371912992,3.0353822653607,1.07869578672392,2.74426295537384,0,3.82201295482921
"Dihydrouracil.dehydrogenase..NAD......1.3.1.1.",0,0,0,0,0,0,0,9.07560070833144,0,0,0,4.84496371912992,0.867252075817343,1.61804368008587,0,0,0
"Enoyl..acyl.carrier.protein..reductase..NADPH..Si.specific...1.3.1.10.",0,0,0,0,0,0,1.59090877548419,0,0,1.88287191279129,0.306584569489484,0,0,3.23608736017175,0.68606573884346,1.36704890187155,0
"Prephenate.dehydrogenase..1.3.1.12.",0,0,0,0,0.944037820840251,0,4.77272632645257,3.02520023611048,4.07379026815436,7.53148765116516,5.82510682030021,0,5.20351245490406,6.4721747203435,4.80246017190422,8.65797637851979,0
"Prephenate.dehydrogenase..NADP......1.3.1.13.",0,0,0,0,0.944037820840251,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Dihydroorotate.dehydrogenase..NAD......1.3.1.14.",0,0,0,0,0,0,0,0,0,0,0,1.61498790637664,0,0,0,0,0
"Dihydropyrimidine.dehydrogenase..NADP......1.3.1.2.",0,3.80657344695997,0,0,0,0,1.59090877548419,3.02520023611048,0,1.88287191279129,2.75926112540536,4.84496371912992,1.73450415163469,4.85413104025762,2.05819721653038,4.10114670561464,0
"Trans.1.2.dihydrobenzene.1.2.diol.dehydrogenase..1.3.1.20.",0,0,0,0,0,2.21997607743165,0,0,2.71586017876957,0,0.306584569489484,0,0,0,0,0,0
"Biliverdin.reductase..1.3.1.24.",0,0,0,8.04209977561292,0.944037820840251,0,0,0,0,0,0,0,0,0,0,0,0
"X1.6.dihydroxycyclohexa.2.4.diene.1.carboxylate.dehydrogenase..1.3.1.25.",0,0,0,0,4.72018910420125,2.21997607743165,3.18181755096838,3.02520023611048,4.07379026815436,3.76574382558258,3.37243026438433,0,3.46900830326937,0.539347893361958,0,2.73409780374309,0
"X2.3.dihydro.2.3.dihydroxybenzoate.dehydrogenase..1.3.1.28.",0,0,4.90668086696045,8.04209977561292,0,6.65992823229494,4.77272632645257,0,4.07379026815436,0,3.9855994033633,0,2.60175622745203,1.07869578672392,0.68606573884346,0,0
"Delta.4..3.oxosteroid.5.beta.reductase..1.3.1.3.",0,0,0,0,0.944037820840251,0,0,0,1.35793008938479,0,0,0,0,0,0,0.455682967290515,0
"X2.enoate.reductase..1.3.1.31.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455682967290515,0
"Maleylacetate.reductase..1.3.1.32.",0,0,0,0,0,0,0,0,0,0,0.613169138978969,0,0,0,0,0,0
"Protochlorophyllide.reductase..1.3.1.33.",0,0,0,0,0,0,1.59090877548419,1.51260011805524,0,3.76574382558258,0,0,0,0,0,0,0
"X2.4.dienoyl.CoA.reductase..NADPH...1.3.1.34.",0,0,0,0,22.656907700166,2.21997607743165,12.7272702038735,18.1512014166629,13.5793008938479,7.53148765116516,17.4753204609006,9.68992743825983,13.8760332130775,7.55087050706742,0.68606573884346,3.64546373832412,0
"Trans.2.enoyl.CoA.reductase..NADPH...1.3.1.38.",0,0,0,0,0,0,0,0,0,1.88287191279129,0.613169138978969,0,1.30087811372601,0,0,0,0
"Enoyl..acyl.carrier.protein..reductase..NADPH..Re.specific...1.3.1.39.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68606573884346,0,0
"X12.oxophytodienoate.reductase..1.3.1.42.",0,0,0,0,0.944037820840251,0,1.59090877548419,0,2.71586017876957,1.88287191279129,8.89095251519505,9.68992743825983,3.46900830326937,5.93282682698154,0,3.64546373832412,0
"Arogenate.dehydrogenase..1.3.1.43.",0,0,0,0,0,0,0,0,0,5.64861573837387,0,0,0,0.539347893361958,0.68606573884346,0,0
"X2..hydroxyisoflavone.reductase..1.3.1.45.",0,0,0,0,0,0,0,0,0,0,0,0,0.867252075817343,0,0.68606573884346,0,0
"X15.oxoprostaglandin.13.oxidase..1.3.1.48.",0,0,0,4.02104988780646,0,0,0,0,0,0,0,0,0,0,0,0,0
"Precorrin.6A.reductase..1.3.1.54.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"X2.3.dihydroxy.2.3.dihydro.p.cumate.dehydrogenase..1.3.1.58.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Fumarate.reductase..NADH...1.3.1.6.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0,0.455682967290515,3.82201295482921
"Dibenzothiophene.dihydrodiol.dehydrogenase..1.3.1.60.",0,0,0,0,0,0,0,0,0,0,0,0,0,1.61804368008587,0,3.64546373832412,0
"Pimeloyl.CoA.dehydrogenase..1.3.1.62.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Delta.24.24.1....sterol.reductase..1.3.1.71.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"X2.alkenal.reductase..NAD.P.......1.3.1.74.",7.60575629545899,0,0,8.04209977561292,9.44037820840251,2.21997607743165,11.1363614283893,4.53780035416572,4.07379026815436,7.53148765116516,4.29218397285278,1.61498790637664,6.50439056863007,9.16891418715329,7.54672312727806,6.83524450935773,11.4660388644876
"Precorrin.2.dehydrogenase..1.3.1.76.",0,3.80657344695997,0,4.02104988780646,0.944037820840251,0,0,3.02520023611048,1.35793008938479,3.76574382558258,0.306584569489484,9.68992743825983,0.867252075817343,1.07869578672392,4.80246017190422,1.36704890187155,0
"Geranylgeranyl.diphosphate.reductase..1.3.1.83.",0,0,0,0,1.8880756416805,2.21997607743165,0,0,0,0,0,0,0.867252075817343,0,0,0,0
"Acrylyl.CoA.reductase..NADPH...1.3.1.84.",0,0,0,0,6.60826474588175,0,1.59090877548419,0,6.78965044692393,0,0.919753708468454,0,0,0,0.68606573884346,0,0
"tRNA.dihydrouridine.47..synthase..NAD.P.......1.3.1.89.",0,0,0,0,0,0,0,0,2.71586017876957,0,0.613169138978969,0,0.433626037908671,0,1.37213147768692,0,0
"Enoyl..acyl.carrier.protein..reductase..NADH...1.3.1.9.",0,0,0,0,11.328453850083,6.65992823229494,3.18181755096838,19.6638015347181,9.5055106256935,15.0629753023303,11.0370445016214,4.84496371912992,9.53977283399077,12.944349440687,17.83770920993,10.0250252803913,0
"UDP.N.acetylmuramate.dehydrogenase..1.3.1.98.",0,0,0,0,12.2724916709233,22.1997607743165,0,9.07560070833144,9.5055106256935,3.76574382558258,14.7160593354953,12.9199032510131,13.8760332130775,11.8656536539631,10.9770518214954,14.5818549532965,15.2880518193168
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.oxygen.as.acceptor..1.3.3...",0,0,0,0,0,0,0,0,0,0,0.613169138978969,0,0.433626037908671,1.07869578672392,1.37213147768692,0.455682967290515,0
"Pyrroloquinoline.quinone.synthase..1.3.3.11.",0,0,0,0,0.944037820840251,13.3198564645899,7.95454387742095,3.02520023611048,0,1.88287191279129,0.613169138978969,8.07493953188319,4.33626037908671,2.15739157344783,0.68606573884346,1.36704890187155,0
"Coproporphyrinogen.oxidase..1.3.3.3.",0,0,0,0,10.3844160292428,4.43995215486329,4.77272632645257,15.1260011805524,12.2213708044631,11.2972314767477,7.66461423723711,1.61498790637664,6.93801660653874,9.70826208051525,4.11639443306076,6.37956154206721,15.2880518193168
"Protoporphyrinogen.oxidase..1.3.3.4.",0,0,0,12.0631496634194,0,6.65992823229494,1.59090877548419,6.05040047222096,1.35793008938479,1.88287191279129,2.45267655591588,6.45995162550655,3.0353822653607,2.69673946680979,4.11639443306076,1.82273186916206,0
"Bilirubin.oxidase..1.3.3.5.",0,0,0,0,0,0,0,3.02520023611048,0,0,0.306584569489484,0,0,1.07869578672392,2.74426295537384,1.82273186916206,19.110064774146
"Acyl.CoA.oxidase..1.3.3.6.",0,0,0,0,8.49634038756226,2.21997607743165,1.59090877548419,6.05040047222096,0,0,6.74486052876866,0,3.90263434117804,8.09021840042937,5.48852591074768,3.18978077103361,3.82201295482921
"Succinate.dehydrogenase..quinone...1.3.5.1.",0,0,0,4.02104988780646,15.104605133444,6.65992823229494,3.18181755096838,18.1512014166629,6.78965044692393,1.88287191279129,29.73870324048,16.1498790637664,16.4777894405295,28.0460904548218,16.465577732243,36.4546373832412,22.9320777289753
"Dihydroorotate.dehydrogenase..quinone...1.3.5.2.",0,0,0,0,0,2.21997607743165,0,3.02520023611048,2.71586017876957,5.64861573837387,7.9711988067266,4.84496371912992,6.50439056863007,2.69673946680979,0.68606573884346,2.73409780374309,0
"X9.9..di.cis.zeta.carotene.desaturase..1.3.5.6.",0,0,0,0,0.944037820840251,0,0,0,0,0,0,0,0,0,0,0,0
"Ferredoxin.protochlorophyllide.reductase..ATP.dependent...1.3.7.7.",0,0,0,4.02104988780646,2.83211346252075,6.65992823229494,0,0,4.07379026815436,1.88287191279129,0.306584569489484,0,0,0.539347893361958,0.68606573884346,0.91136593458103,0
"Benzoyl.CoA.reductase..1.3.7.8.",0,0,0,0,0,0,0,1.51260011805524,0,3.76574382558258,0,0,0.433626037908671,0,0,0,0
"X4.hydroxybenzoyl.CoA.reductase..1.3.7.9.",0,0,0,0,1.8880756416805,0,0,0,1.35793008938479,1.88287191279129,0.306584569489484,0,0.867252075817343,0,0.68606573884346,0.91136593458103,3.82201295482921
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.a.flavin.as.acceptor..1.3.8...",0,11.4197203408799,0,0,7.552302566722,0,0,0,8.14758053630871,0,10.730459932132,0,4.76988641699539,12.405001547325,10.2909860826519,17.3159527570396,0
"Short.chain.acyl.CoA.dehydrogenase..1.3.8.1.",0,0,0,0,10.3844160292428,0,0,16.6386012986076,9.5055106256935,1.88287191279129,29.4321186709905,4.84496371912992,19.0795456679815,25.888698881374,22.6401693818342,35.9989544159507,0
"X4.4..diapophytoene.desaturase..1.3.8.2.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0,0,0
"X.R..benzylsuccinyl.CoA.dehydrogenase..1.3.8.3.",0,0,0,0,0,0,1.59090877548419,0,0,0,0,0,0,2.15739157344783,1.37213147768692,0.91136593458103,0
"Isovaleryl.CoA.dehydrogenase..1.3.8.4.",0,34.2591610226397,0,0,6.60826474588175,0,3.18181755096838,9.07560070833144,2.71586017876957,3.76574382558258,14.4094747660058,3.22997581275328,9.1061467960821,6.4721747203435,2.05819721653038,11.3920741822629,11.4660388644876
"Glutaryl.CoA.dehydrogenase..ETF...1.3.8.6.",0,0,0,0,1.8880756416805,0,0,4.53780035416572,2.71586017876957,0,6.74486052876866,0,4.33626037908671,7.01152261370546,2.74426295537384,7.74661044393876,0
"Medium.chain.acyl.CoA.dehydrogenase..1.3.8.7.",0,0,0,0,0.944037820840251,0,1.59090877548419,1.51260011805524,0,0,0.919753708468454,0,1.30087811372601,0.539347893361958,1.37213147768692,0.91136593458103,3.82201295482921
"Long.chain.acyl.CoA.dehydrogenase..1.3.8.8.",0,0,0,0,2.83211346252075,0,7.95454387742095,0,0,7.53148765116516,2.14609198642639,3.22997581275328,3.0353822653607,0,2.74426295537384,0.91136593458103,0
"Dihydroorotate.oxidase..fumarate...1.3.98.1.",0,3.80657344695997,0,0,1.8880756416805,11.0998803871582,1.59090877548419,3.02520023611048,1.35793008938479,3.76574382558258,0.613169138978969,1.61498790637664,3.46900830326937,0.539347893361958,2.05819721653038,0.91136593458103,0
"Oxidoreductases....Acting.on.the.CH.CH.group.of.donors....With.other.acceptors..1.3.99...",0,0,0,0,47.2018910420125,0,22.2727228567787,37.815002951381,13.5793008938479,13.180103389539,35.2572254912907,19.3798548765197,22.5485539712509,42.6084835755947,35.6754184198599,28.2523439720119,3.82201295482921
"Deleted.entry..1.3.99.1.",0,0,0,0,40.5936262961308,75.479186632676,22.2727228567787,55.9662043680439,5.43172035753914,24.4773348662868,43.2284242980173,29.0697823147795,47.6988641699539,37.7543525353371,41.8500100694511,42.3785159580179,0
"Transferred.entry..1.3.8.4..1.3.99.10.",0,0,0,0,2.83211346252075,0,0,0,0,0,1.83950741693691,0,0,1.07869578672392,0.68606573884346,0.455682967290515,0
"X2.methylacyl.CoA.dehydrogenase..1.3.99.12.",0,0,0,0,0.944037820840251,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Transferred.entry..1.3.8.8..1.3.99.13.",0,0,0,0,0,0,0,1.51260011805524,0,0,0.306584569489484,0,0,0,1.37213147768692,1.36704890187155,0
"Transferred.entry..1.3.7.8..1.3.99.15.",0,0,0,0,1.8880756416805,0,0,0,0,0,0,0,0,0,0.68606573884346,0,0
"Isoquinoline.1.oxidoreductase..1.3.99.16.",0,0,0,0,0,0,0,4.53780035416572,1.35793008938479,0,7.35802966774763,8.07493953188319,2.16813018954336,12.405001547325,2.74426295537384,9.1136593458103,0
"Transferred.entry..1.3.8.1..1.3.99.2.",0,0,0,0,0,0,1.59090877548419,0,0,1.88287191279129,2.14609198642639,0,0.867252075817343,1.07869578672392,1.37213147768692,1.82273186916206,0
"Transferred.entry..1.3.8.3..1.3.99.21.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Coproporphyrinogen.dehydrogenase..1.3.99.22.",0,7.61314689391993,0,16.0841995512258,13.2165294917635,31.0796650840431,19.0909053058103,31.76460247916,17.6530911620022,3.76574382558258,19.9279970168165,3.22997581275328,11.2742769856255,18.3378283743066,7.54672312727806,17.3159527570396,7.64402590965842
"All.trans.retinol.13.14.reductase..1.3.99.23.",0,0,0,0,0,6.65992823229494,0,0,1.35793008938479,0,0,0,0,1.61804368008587,0,0,0
"Transferred.entry..1.3.8.7..1.3.8.8.and.1.3.8.9..1.3.99.3.",0,0,0,0,0,0,3.18181755096838,6.05040047222096,0,0,4.59876854234227,1.61498790637664,5.20351245490406,6.4721747203435,2.05819721653038,6.83524450935773,0
"Glutaryl.CoA.dehydrogenase..acceptor...1.3.99.32.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0.539347893361958,0,0.455682967290515,0
"X3.oxosteroid.1.dehydrogenase..1.3.99.4.",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"X3.oxo.5.alpha.steroid.4.dehydrogenase..acceptor...1.3.99.5.",0,0,0,0,0,0,1.59090877548419,0,0,0,0,0,0,0,0,0,0
"Transferred.entry..1.3.8.6..1.3.99.7.",0,11.4197203408799,0,0,8.49634038756226,0,1.59090877548419,4.53780035416572,5.43172035753914,0,7.66461423723711,4.84496371912992,3.46900830326937,3.77543525353371,2.05819721653038,4.55682967290515,11.4660388644876
"Oxidoreductases....Acting.on.the.CH.NH.2..group.of.donors..1.4.....",0,0,0,0,0,0,0,0,0,0,0,0,0,0.539347893361958,0,0,0
"Oxidoreductases....Acting.on.the.CH.NH.2..group.of.donors....With.NAD....or.NADP....as.acceptor..1.4.1...",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0,0,0
"Alanine.dehydrogenase..1.4.1.1.",0,0,0,0,0,0,3.18181755096838,4.53780035416572,0,0,9.50412165417402,0,6.0707645307214,12.405001547325,10.2909860826519,18.6830016589111,0
"L.erythro.3.5.diaminohexanoate.dehydrogenase..1.4.1.11.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.68606573884346,0.455682967290515,0
"X2.4.diaminopentanoate.dehydrogenase..1.4.1.12.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Glutamate.synthase..NADPH...1.4.1.13.",0,0,0,0,59.4743827129358,64.3793062455178,39.7727193871048,30.2520023611048,43.4537628603131,22.5944629534955,43.2284242980173,32.2997581275328,47.2652381320452,39.372396215423,47.3385359801987,53.7705901402808,26.7540906838045
"Glutamate.synthase..NADH...1.4.1.14.",0,0,0,0,12.2724916709233,0,0,0,10.8634407150783,0,13.4897210575373,0,6.50439056863007,14.5623931207729,8.23278886612152,11.8477571495534,0
"Diaminopimelate.dehydrogenase..1.4.1.16.",0,0,0,0,0,0,1.59090877548419,1.51260011805524,0,0,1.53292284744742,1.61498790637664,0,0.539347893361958,0.68606573884346,0.91136593458103,7.64402590965842
"Glutamate.dehydrogenase..1.4.1.2.",0,0,0,0,16.0486429542843,0,0,1.51260011805524,16.2951610726174,0,2.45267655591588,0,5.63713849281273,7.55087050706742,8.23278886612152,13.2148060514249,0
"Aspartate.dehydrogenase..1.4.1.21.",0,0,0,0,0,0,0,0,0,0,1.22633827795794,0,0.867252075817343,0,0.68606573884346,0.455682967290515,0
"Glutamate.dehydrogenase..NAD.P.......1.4.1.3.",0,0,0,0,0,0,1.59090877548419,0,0,0,0.613169138978969,0,0.867252075817343,1.07869578672392,1.37213147768692,4.55682967290515,0
"Glutamate.dehydrogenase..NADP......1.4.1.4.",0,0,0,8.04209977561292,8.49634038756226,11.0998803871582,1.59090877548419,3.02520023611048,5.43172035753914,5.64861573837387,2.75926112540536,16.1498790637664,6.50439056863007,1.61804368008587,4.80246017190422,0,3.82201295482921
"Leucine.dehydrogenase..1.4.1.9.",0,0,0,0,0,0,1.59090877548419,0,0,0,0,0,0.433626037908671,0,2.05819721653038,0,0
"Oxidoreductases....Acting.on.the.CH.NH.2..group.of.donors....With.oxygen.as.acceptor..1.4.3...",0,0,0,8.04209977561292,2.83211346252075,0,4.77272632645257,0,5.43172035753914,0,1.53292284744742,4.84496371912992,3.46900830326937,1.07869578672392,2.74426295537384,4.55682967290515,0
"Putrescine.oxidase..1.4.3.10.",0,0,0,0,0,0,0,0,0,0,0.613169138978969,1.61498790637664,1.30087811372601,3.77543525353371,1.37213147768692,1.82273186916206,0
"L.glutamate.oxidase..1.4.3.11.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455682967290515,0
"L.aspartate.oxidase..1.4.3.16.",0,0,0,0,13.2165294917635,2.21997607743165,12.7272702038735,12.1008009444419,12.2213708044631,7.53148765116516,15.0226439049847,22.6098306892729,13.0087811372601,14.5623931207729,8.23278886612152,13.6704890187155,0
"Glycine.oxidase..1.4.3.19.",0,0,0,0,0,0,6.36363510193676,0,1.35793008938479,0,3.06584569489485,1.61498790637664,4.33626037908671,2.15739157344783,0,2.27841483645258,0
"L.amino.acid.oxidase..1.4.3.2.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"D.amino.acid.oxidase..1.4.3.3.",0,0,0,0,0,0,0,0,0,0,0.613169138978969,1.61498790637664,0.433626037908671,0,0,0,3.82201295482921
"Monoamine.oxidase..1.4.3.4.",0,0,0,8.04209977561292,0.944037820840251,0,0,1.51260011805524,0,1.88287191279129,2.14609198642639,1.61498790637664,0.433626037908671,3.23608736017175,0.68606573884346,2.27841483645258,0
"Pyridoxal.5..phosphate.synthase..1.4.3.5.",0,0,0,8.04209977561292,6.60826474588175,8.87990430972659,1.59090877548419,6.05040047222096,2.71586017876957,5.64861573837387,9.50412165417402,0,5.63713849281273,6.4721747203435,6.17459164959114,2.27841483645258,0
"Ethanolamine.oxidase..1.4.3.8.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91136593458103,0
"Glycine.dehydrogenase..aminomethyl.transferring...1.4.4.2.",0,0,0,0,12.2724916709233,0,12.7272702038735,36.3024028333258,6.78965044692393,1.88287191279129,34.6440563523118,22.6098306892729,31.2210747294243,51.238049869386,24.6983665983646,42.8341989253084,0
"Glutamate.synthase..ferredoxin...1.4.7.1.",0,19.0328672347998,0,0,23.6009455210063,4.43995215486329,0,19.6638015347181,14.9372309832326,0,44.1481780064858,16.1498790637664,25.1503101987029,28.5854383481838,15.0934462545561,35.9989544159507,0
"D.amino.acid.dehydrogenase..1.4.99.1.",0,0,0,0,1.8880756416805,0,0,0,8.14758053630871,5.64861573837387,21.4609198642639,12.9199032510131,12.5751550993515,11.3263057606011,2.05819721653038,10.4807082476818,0
"Glycine.dehydrogenase..cyanide.forming...1.4.99.5.",0,0,0,4.02104988780646,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors..1.5.....",0,0,0,0,2.83211346252075,0,0,0,0,0,0.613169138978969,0,0,0,0,0,0
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors....With.NAD....or.NADP....as.acceptor..1.5.1...",0,0,0,4.02104988780646,5.6642269250415,0,1.59090877548419,0,0,0,0.306584569489484,0,0,1.61804368008587,2.05819721653038,0.455682967290515,0
"Saccharopine.dehydrogenase..NADP.....L.glutamate.forming...1.5.1.10.",0,0,0,0,0,2.21997607743165,0,0,1.35793008938479,0,0,0,0,0.539347893361958,0,0.455682967290515,0
"Transferred.entry..1.2.1.88..1.5.1.12.",0,0,0,4.02104988780646,5.6642269250415,0,3.18181755096838,4.53780035416572,5.43172035753914,3.76574382558258,4.29218397285278,0,5.63713849281273,7.55087050706742,4.80246017190422,2.27841483645258,0
"Methylenetetrahydrofolate.dehydrogenase..NAD......1.5.1.15.",0,0,0,0,0,0,0,0,0,0,0.306584569489484,0,0,0,0,0,0
"Pyrroline.5.carboxylate.reductase..1.5.1.2.",0,0,0,0,3.776151283361,0,0,1.51260011805524,10.8634407150783,9.41435956395646,9.8107062236635,4.84496371912992,4.76988641699539,7.01152261370546,0.68606573884346,5.01251264019567,0
"Methylenetetrahydrofolate.reductase..NAD.P.H...1.5.1.20.",0,0,0,16.0841995512258,21.7128698793258,15.5398325420215,9.54545265290514,13.6134010624972,10.8634407150783,26.3602067790781,16.5555667524322,22.6098306892729,11.7079030235341,20.4952199477544,6.17459164959114,13.2148060514249,7.64402590965842
"Opine.dehydrogenase..1.5.1.28.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Transferred.entry..1.5.1.38..1.5.1.39.and.1.5.1.41..1.5.1.29.",0,0,0,0,0,6.65992823229494,1.59090877548419,0,0,11.2972314767477,2.14609198642639,1.61498790637664,5.20351245490406,0.539347893361958,0.68606573884346,0.455682967290515,0
"Dihydrofolate.reductase..1.5.1.3.",0,0,0,0,3.776151283361,6.65992823229494,0,0,2.71586017876957,3.76574382558258,4.29218397285278,0,2.60175622745203,7.55087050706742,6.17459164959114,1.82273186916206,0
"Flavin.reductase..NADPH...1.5.1.30.",0,0,0,8.04209977561292,2.83211346252075,0,0,0,0,0,0,3.22997581275328,0,0.539347893361958,0,0,3.82201295482921
"X6.7.dihydropteridine.reductase..1.5.1.34.",0,19.0328672347998,0,4.02104988780646,0,0,0,6.05040047222096,2.71586017876957,3.76574382558258,5.51852225081072,0,3.46900830326937,2.69673946680979,2.05819721653038,4.10114670561464,0
"FMN.reductase..NADPH...1.5.1.38.",0,0,0,0,0,0,0,0,2.71586017876957,0,0,0,0.867252075817343,0,0.68606573884346,0,0
"FMN.reductase..NAD.P.H...1.5.1.39.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"Riboflavin.reductase..NAD.P.H...1.5.1.41.",0,0,0,0,0.944037820840251,0,0,0,2.71586017876957,0,0.306584569489484,0,0,0,0,0,0
"FMN.reductase..NADH...1.5.1.42.",0,0,0,0,3.776151283361,6.65992823229494,0,1.51260011805524,2.71586017876957,0,0.919753708468454,1.61498790637664,0.867252075817343,0.539347893361958,1.37213147768692,0,0
"Methylenetetrahydrofolate.dehydrogenase..NADP......1.5.1.5.",0,0,0,0,0,2.21997607743165,0,0,0,0,0.613169138978969,0,1.30087811372601,0,1.37213147768692,0,0
"Formyltetrahydrofolate.dehydrogenase..1.5.1.6.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0,0,0
"Saccharopine.dehydrogenase..NAD.....L.lysine.forming...1.5.1.7.",0,0,0,0,1.8880756416805,0,0,1.51260011805524,0,0,0.919753708468454,0,4.33626037908671,2.15739157344783,2.05819721653038,0.455682967290515,0
"Saccharopine.dehydrogenase..NADP.....L.lysine.forming...1.5.1.8.",0,0,0,0,0,0,0,0,0,0,0,0,0.867252075817343,0,0,0,0
"Saccharopine.dehydrogenase..NAD.....L.glutamate.forming...1.5.1.9.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455682967290515,0
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors....With.oxygen.as.acceptor..1.5.3...",0,0,4.90668086696045,4.02104988780646,0.944037820840251,6.65992823229494,1.59090877548419,0,6.78965044692393,0,2.45267655591588,0,1.73450415163469,0,2.05819721653038,0.91136593458103,0
"Sarcosine.oxidase..1.5.3.1.",0,0,0,0,15.104605133444,0,4.77272632645257,6.05040047222096,13.5793008938479,3.76574382558258,7.66461423723711,3.22997581275328,11.2742769856255,15.1017410141348,14.4073805157127,11.8477571495534,15.2880518193168
"Dimethylglycine.oxidase..1.5.3.10.",0,0,0,8.04209977561292,1.8880756416805,0,1.59090877548419,1.51260011805524,0,3.76574382558258,0,1.61498790637664,1.30087811372601,1.61804368008587,4.11639443306076,0.455682967290515,22.9320777289753
"X.R..6.hydroxynicotine.oxidase..1.5.3.6.",0,0,0,0,0,0,0,0,0,0,0,0,0.433626037908671,0,0.68606573884346,0.455682967290515,0
"L.pipecolate.oxidase..1.5.3.7.",0,0,0,0,0,0,0,1.51260011805524,0,0,0,0,0,0,0,0,0
"Oxidoreductases....Acting.on.the.CH.NH.group.of.donors....With.a.quinone.or.similar.compound.as.acceptor..1.5.5...",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.455682967290515,0
"Electron.transferring.flavoprotein.dehydrogenase..1.5.5.1.",0,7.61314689391993,0,8.04209977561292,16.0486429542843,13.3198564645899,3.18181755096838,16.6386012986076,23.0848115195414,28.2430786918694,19.9279970168165,17.764866970143,10.8406509477168,18.3378283743066,8.23278886612152,18.2273186916206,3.82201295482921
